symbol,current_value_usd,purchase_usd,profit_usd,profit_jpy
LTC,348.75,318.47133757961785,30.278662420382148,4753.749999999997
AVAX,328.44,318.47133757961785,9.968662420382145,1565.0799999999967
POL,321.86,318.47133757961785,3.388662420382161,532.0199999999993
SOL,320.26,318.47133757961785,1.7886624203821384,280.81999999999573
